-47,-68
-47,68
47,-68
47,68
2,17
4,59
16,14
-44,3
-19,14
17,14
-45,20
47,-16
-44,52
-9,1
-37,49
45,43
-24,-43
20,43
4,34
42,15
-7,-65
-40,43
-4,19
-14,41
-2,-52
-3,36
30,-28
24,-23
9,-12
-24,-18
-42,33
-16,52
1,2
16,39
-33,-63
21,26
1,-40
43,-55
-30,3
17,2
-46,-3
-28,30
5,47
-46,53
9,48
38,14
41,17
11,-50
5,-9
-37,12
7,-42
22,47
43,-25
30,10
22,-12
11,-52
25,33
42,46
18,-43
10,8
-46,68
35,-35
-35,-60
21,-59
-1,2
31,47
-6,-21
-42,6
36,-34
-45,56
-46,-58
45,-2
-27,25
1,-50
19,33
19,44
33,-56
-6,-47
-31,-20
22,42
-27,-68
21,27
41,-55
33,5
26,6
7,9
-31,4
35,8
-22,-55
22,-67
-35,68
45,-27
23,26
8,11
3,-61
-27,-53
-33,-57
18,60
-24,1
-24,22
29,53
-28,31
-28,-1
-31,-64
